datetime,demand_mw,RF_Pred,LSTM_Pred,Prophet_Pred
2025-05-20 14:00:00,12830.0,12398.736958439385,12748.114,12963.989206829065
2025-05-20 15:00:00,12120.0,12768.813594952178,13015.457,12871.259350263132
2025-05-20 16:00:00,11950.0,11948.961427237891,12502.34,13029.060363387625
2025-05-20 17:00:00,11870.0,11941.945198509584,12316.613,13476.942759034413
2025-05-20 18:00:00,13238.0,13440.5140625,12625.541,14040.383131322627
2025-05-20 19:00:00,13390.0,13446.873770967195,13562.6045,14438.183516045634
2025-05-20 20:00:00,13320.0,13484.010983926826,13695.342,14478.540662541174
2025-05-20 21:00:00,13100.0,13196.060631091723,13497.084,14183.40986212968
2025-05-20 22:00:00,13130.0,13065.260258765285,13180.925,13743.337176338457
2025-05-20 23:00:00,12870.0,12444.78065216561,13013.923,13353.132362772169
2025-05-21 00:00:00,12430.0,12468.677794056764,12682.075,13076.094258202114
2025-05-21 01:00:00,12035.0,12087.319099089604,12222.519,12844.909812469437
2025-05-21 02:00:00,11785.0,11706.73086126183,11847.538,12575.04197818092
2025-05-21 03:00:00,11675.0,11396.176078209995,11644.806,12269.446758731869
2025-05-21 04:00:00,11540.0,11477.880638537044,11596.728,12018.579587972114
2025-05-21 05:00:00,11270.0,11550.481246376992,11556.097,11911.852681427905
2025-05-21 06:00:00,11575.0,11080.418301345098,11464.734,11960.069698779891
2025-05-21 07:00:00,11765.0,11626.906173945352,11748.175,12103.985833388246
2025-05-21 08:00:00,12155.0,12108.198447695742,12007.219,12286.048723656279
2025-05-21 09:00:00,12710.0,11852.007964776894,12363.264,12497.383282950019
2025-05-21 10:00:00,13035.0,12948.582227118586,12807.479,12747.431431581044
2025-05-21 11:00:00,13645.0,13299.687686780884,13099.057,12998.161771135772
2025-05-21 12:00:00,13755.0,13801.866220161588,13506.156,13153.348740154546
2025-05-21 13:00:00,14010.0,13739.44596033037,13546.814,13138.55476455359
2025-05-21 14:00:00,13930.0,14082.99607001859,13753.297,13002.277567659658
2025-05-21 15:00:00,13035.0,13632.346835620405,13602.526,12925.38552225027
2025-05-21 16:00:00,12680.0,12758.117335878223,12984.514,13099.791886787632
2025-05-21 17:00:00,12644.0,12452.110866198804,12709.858,13564.763911730686
2025-05-21 18:00:00,14122.5,14017.656566919195,12996.339,14145.47834326556
2025-05-21 19:00:00,14193.0,14213.854549353444,14022.672,14560.424735388428
2025-05-21 20:00:00,14090.0,14149.408171641871,14080.062,14617.478898897307
2025-05-21 21:00:00,13615.0,13823.830714761261,13864.16,14338.271078714944
2025-05-21 22:00:00,13170.0,13345.830207729845,13391.056,13913.022646980638
2025-05-21 23:00:00,12910.0,12946.71941013582,12859.946,13536.223551723939
2025-05-22 00:00:00,12875.0,12559.356097280795,12562.706,13270.862221772917
2025-05-22 01:00:00,12660.0,12577.349293302055,12408.093,13049.329062216864
2025-05-22 02:00:00,12180.0,12318.03372988144,12202.675,12786.808686351229
2025-05-22 03:00:00,11855.0,11837.709527042995,11862.026,12486.001129193124
2025-05-22 04:00:00,11750.0,11556.444038224867,11647.826,12237.132159793257
2025-05-22 05:00:00,11215.0,11395.84041925487,11607.525,12129.41427930576
2025-05-22 06:00:00,11650.0,11095.829862907753,11358.095,12173.48469450749
2025-05-22 07:00:00,11780.0,11664.677187484796,11741.724,12309.968336998116
2025-05-22 08:00:00,12095.0,12063.432229633865,11980.647,12481.221281095379
2025-05-22 09:00:00,12760.0,12453.463932415161,12323.563,12678.317621577175
2025-05-22 10:00:00,12880.0,13049.968211807429,12867.654,12910.690763582701
2025-05-22 11:00:00,13375.0,13183.703392872147,13069.012,13140.344141020334
2025-05-22 12:00:00,13585.0,13653.2004720553,13432.306,13271.13088384378
2025-05-22 13:00:00,13560.0,13673.209455670833,13649.599,13228.735936033958
2025-05-22 14:00:00,13540.0,13686.367783255067,13646.238,13061.822784636504
2025-05-22 15:00:00,13620.0,13376.752539853984,13491.584,12951.467683843222
2025-05-22 16:00:00,13420.0,13444.473390098554,13494.362,13089.83222571661
2025-05-22 17:00:00,13150.0,13162.953755860926,13357.45,13516.470258585214
2025-05-22 18:00:00,14950.0,14715.727587082447,13503.114,14056.88070343056
2025-05-22 19:00:00,15050.0,15069.405057800028,14717.992,14429.907707178245
2025-05-22 20:00:00,15120.0,15138.350283061181,14817.6875,14443.81049678616
2025-05-22 21:00:00,15100.0,14971.917501583439,14684.483,14120.627565659706
2025-05-22 22:00:00,14950.0,14912.03247403436,14498.529,13651.009025208345
2025-05-22 23:00:00,14730.0,14695.809977168941,14237.903,13229.889411807893
2025-05-23 00:00:00,14310.0,14271.301837262658,14111.951,12920.71270363385
2025-05-23 01:00:00,13930.0,13879.163373625637,13719.425,12656.330739144249
2025-05-23 02:00:00,13500.0,13152.523848134906,13345.113,12352.390243422555
2025-05-23 03:00:00,13240.0,13020.004898877849,12996.663,12012.048769397052
2025-05-23 04:00:00,13060.0,12842.16131996677,12830.508,11725.979734099055
2025-05-23 05:00:00,12160.0,12581.38223964469,12688.034,11583.828200693904
2025-05-23 06:00:00,11902.0,11871.62037632324,12164.337,11596.643758914452
2025-05-23 07:00:00,11552.0,11955.383236399675,12005.835,11705.438636056744
2025-05-23 08:00:00,11743.0,11561.097391232292,11832.487,11852.926451640727
2025-05-23 09:00:00,11979.0,12096.368245382962,12061.171,12030.504733793874
2025-05-23 10:00:00,12257.0,12307.417617213681,12252.092,12247.892203889267
2025-05-23 11:00:00,12614.0,12598.113962585312,12540.201,12467.335895266084
2025-05-23 12:00:00,13054.0,12996.330865374426,12837.17,12592.887671555023
2025-05-23 13:00:00,12265.0,13065.791199385596,13138.133,12550.383686143557
2025-05-23 14:00:00,12440.0,12270.988946567657,12630.109,12388.5889771412
2025-05-23 15:00:00,11920.0,12361.657072099042,12728.658,12288.630109807858
2025-05-23 16:00:00,11678.0,11637.137546133365,12341.101,12442.66673885599
2025-05-23 17:00:00,11562.0,11604.486274258757,12075.412,12890.198106554408
2025-05-23 18:00:00,13782.5,13567.242967645645,12392.91,13456.616034030416
2025-05-23 19:00:00,14166.0,14124.259713881851,13895.571,13860.605845100761
2025-05-23 20:00:00,14080.0,14327.535641134493,14200.321,13910.217579436843
2025-05-23 21:00:00,13990.0,13865.120526324217,14038.793,13627.23211295507
2025-05-23 22:00:00,14050.0,13924.157546500193,13838.796,13201.995997211512
2025-05-23 23:00:00,14250.0,13964.931454655603,13713.194,12829.09728042342
2025-05-24 00:00:00,13680.0,13875.867857599584,13860.618,12571.594030923661
2025-05-24 01:00:00,13180.0,13314.358689290371,13348.297,12361.916715046551
2025-05-24 02:00:00,13020.0,12902.064358333506,12875.733,12115.259590209645
2025-05-24 03:00:00,12760.0,12753.83755682876,12728.3955,11834.301369887891
2025-05-24 04:00:00,12550.0,12459.598783608071,12573.538,11609.215286766777
2025-05-24 05:00:00,12080.0,11683.303718135752,12362.906,11529.130145938945
2025-05-24 06:00:00,12140.0,11870.095617299143,12059.169,11604.56866015274
2025-05-24 07:00:00,12200.0,11927.428457761023,12099.383,11776.011135687511
2025-05-24 08:00:00,12410.0,12441.00801364842,12232.494,11985.639857455444
2025-05-24 09:00:00,12630.0,12685.149238175252,12444.706,12224.32722574459
2025-05-24 10:00:00,13010.0,12960.954465916153,12657.334,12501.27858615014
2025-05-24 11:00:00,13350.0,13275.56930948655,12998.3,12778.244753838138
2025-05-24 12:00:00,13680.0,13553.225225997257,13321.606,12958.803735274001
2025-05-24 13:00:00,13635.0,13674.336122242861,13436.923,12968.345128820307
2025-05-24 14:00:00,13750.0,13681.957956681536,13446.378,12855.219341365633
2025-05-24 15:00:00,13625.0,13587.892531116482,13441.453,12800.174480002072
2025-05-24 16:00:00,13210.0,13311.545058728761,13345.183,12995.031742683988
2025-05-24 17:00:00,12910.0,13042.555988944629,13053.189,13478.99528008596
2025-05-24 18:00:00,14842.5,14308.158000000001,13286.518,14077.208048419023
2025-05-24 19:00:00,15300.0,14958.906021325642,14635.679,14508.155060766112
2025-05-24 20:00:00,15400.0,15302.65593750805,14959.037,14579.736368334583
2025-05-24 21:00:00,15275.0,15335.009816710884,14901.344,14313.634371074308
2025-05-24 22:00:00,15210.0,15094.867737115046,14692.886,13900.149257713172
2025-05-24 23:00:00,14950.0,14989.209813265914,14563.641,13533.874833665493
2025-05-25 00:00:00,14690.0,14473.391558280864,14374.243,13277.92645977267
2025-05-25 01:00:00,14170.0,14280.278218627409,14067.771,13064.842264074414
2025-05-25 02:00:00,13920.0,13752.150731460099,13652.759,12809.972803762863
2025-05-25 03:00:00,13650.0,13597.003313034122,13436.639,12516.199457593999
2025-05-25 04:00:00,13400.0,13064.54641728688,13259.005,12273.941704634643
2025-05-25 05:00:00,12840.0,12889.547173215573,13072.557,12172.614917449562
2025-05-25 06:00:00,12967.0,12632.6225604778,12737.794,12223.065002925987
2025-05-25 07:00:00,12940.0,13002.532940952846,12869.14,12366.128005922055
2025-05-25 08:00:00,13510.0,13116.698011519864,12932.718,12544.370075391444
2025-05-25 09:00:00,13640.0,13541.631210700087,13396.208,12749.07090030783
2025-05-25 10:00:00,13870.0,13875.785413959518,13569.086,12989.861614766984
2025-05-25 11:00:00,14310.0,14149.842210266936,13788.046,13228.932234023167
2025-05-25 12:00:00,14480.0,14427.780593539008,14168.042,13370.308186849465
2025-05-25 13:00:00,14260.0,14583.878093369829,14300.677,13339.829488229361
2025-05-25 14:00:00,14280.0,14337.465099480694,14193.701,13186.294753210383
2025-05-25 15:00:00,13880.0,14129.623492982564,14203.972,13090.892973227303
2025-05-25 16:00:00,13760.0,13129.187292829745,13881.454,13245.8739398641
2025-05-25 17:00:00,13400.0,13533.262366718245,13721.811,13690.85334752017
2025-05-25 18:00:00,15225.0,14976.303436452437,13894.349,14251.364150258303
2025-05-25 19:00:00,15120.0,15394.64275066956,15196.307,14646.255633801538
2025-05-25 20:00:00,15235.0,15296.308316990653,15150.514,14683.762581070006
2025-05-25 21:00:00,15060.0,15152.697315523194,15098.515,14385.869175397162
2025-05-25 22:00:00,15200.0,14988.29021020804,14842.206,13943.14147907437
2025-05-25 23:00:00,15200.0,15045.788065756298,14768.371,13550.400777811303
2025-05-26 00:00:00,14800.0,14834.741232766099,14707.255,13270.949541230737
2025-05-26 01:00:00,14300.0,14420.236536617893,14305.583,13037.471180264776
2025-05-26 02:00:00,14000.0,14003.120242214552,13877.802,12765.418792705152
2025-05-26 03:00:00,13650.0,13697.442046610655,13624.725,12457.73318295976
2025-05-26 04:00:00,13420.0,13415.234573303964,13383.981,12204.850311590264
2025-05-26 05:00:00,12820.0,13062.3203716361,13200.213,12096.159795269088
2025-05-26 06:00:00,12850.0,12614.746650066194,12853.129,12142.440776439013
2025-05-26 07:00:00,12750.0,12846.481521231735,12899.743,12284.423257219943
2025-05-26 08:00:00,12950.0,12927.544381471213,12953.987,12464.530270506419
2025-05-26 09:00:00,13200.0,13178.72561066324,13130.554,12673.863963027947
2025-05-26 10:00:00,13700.0,13464.578984898726,13350.503,12921.846551626413
2025-05-26 11:00:00,14080.0,14043.53392803009,13767.286,13170.4311718862
2025-05-26 12:00:00,14260.0,14246.33609459891,14057.881,13323.38213685358
2025-05-26 13:00:00,14200.0,14244.925425930289,14142.9795,13306.258099390545
2025-05-26 14:00:00,13970.0,14306.780505619534,14121.579,13167.560264592135
2025-05-26 15:00:00,13680.0,13403.64792902656,13919.884,13088.168517373342
2025-05-26 16:00:00,13510.0,13556.319126358234,13709.226,13260.016292318947
2025-05-26 17:00:00,13100.0,13296.188990747374,13540.574,13722.400158104578
2025-05-26 18:00:00,14880.0,14888.061571824008,13652.102,14300.535633236512
2025-05-26 19:00:00,15050.0,15094.869318934498,14817.885,14712.96063492167
2025-05-26 20:00:00,15130.0,15278.474826703197,14997.325,14767.60888367677
2025-05-26 21:00:00,14670.0,15012.809166838671,14931.75,14486.177851738401
2025-05-26 22:00:00,14550.0,14603.094941437843,14519.668,14058.965041583024
2025-05-26 23:00:00,14400.0,14349.939385059837,14275.95,13680.544836482615
2025-05-27 00:00:00,14000.0,14049.896649253204,14089.622,13413.997628284265
2025-05-27 01:00:00,13700.0,13656.527567587238,13668.882,13191.812364010684
2025-05-27 02:00:00,13300.0,13269.772319410278,13374.132,12929.277667268196
2025-05-27 03:00:00,13150.0,13019.521311785762,13049.556,12629.201791771722
2025-05-27 04:00:00,12940.0,12867.22171869183,12952.694,12381.921538956789
2025-05-27 05:00:00,12550.0,12512.800200377535,12797.192,12276.761743825196
2025-05-27 06:00:00,12520.0,11968.414687309521,12596.124,12324.471637324572
2025-05-27 07:00:00,12540.0,12521.588196205768,12608.715,12465.786175890133
2025-05-27 08:00:00,12885.0,12686.997789493298,12700.266,12643.167714087636
2025-05-27 09:00:00,13310.0,13159.6633396875,13003.689,12847.791103516389
2025-05-27 10:00:00,13650.0,13461.95268931997,13392.343,13089.18319556356
2025-05-27 11:00:00,14230.0,13838.5812769088,13696.296,13329.431788318143
2025-05-27 12:00:00,14560.0,14317.009773732578,14117.131,13472.463563317518
2025-05-27 13:00:00,14760.0,14636.911814590456,14336.673,13444.024538725987
2025-05-27 14:00:00,14970.0,14774.125568901414,14469.414,13292.825223672884
2025-05-27 15:00:00,14920.0,14952.154809859307,14560.72,13199.973381890577
2025-05-27 16:00:00,14720.0,14679.940786826734,14528.057,13357.645278249036
2025-05-27 17:00:00,14120.0,14397.582535698586,14347.719,13805.391431218915
2025-05-27 18:00:00,15710.0,15678.595625,14305.075,14368.688440783018
2025-05-27 19:00:00,16120.0,15778.965647273562,15388.221,14766.338348879835
2025-05-27 20:00:00,16321.5,16113.380253694102,15713.681,14806.537911162512
2025-05-27 21:00:00,16321.5,16239.188561926812,15719.769,14511.242425546588
2025-05-27 22:00:00,16300.0,16227.043139752814,15622.832,14070.997960376426
2025-05-27 23:00:00,16290.0,16140.781200313575,15485.491,13680.614280311971
2025-05-28 00:00:00,16000.0,16073.308545284783,15506.534,13403.390229390685
2025-05-28 01:00:00,15360.0,15649.72221630279,15232.459,13172.012764971825
2025-05-28 02:00:00,15020.0,14674.345145597625,14699.264,12901.944847443752
2025-05-28 03:00:00,14680.0,14666.451847710145,14427.491,12596.142488150665
2025-05-28 04:00:00,14400.0,14306.567246977716,14190.891,12345.061129171285
2025-05-28 05:00:00,13700.0,13823.225013860845,13982.425,12238.112994481951
2025-05-28 06:00:00,13660.0,13490.320336701805,13520.162,12286.10175245583
2025-05-28 07:00:00,13200.0,13531.602528039924,13503.136,12429.78260532752
2025-05-28 08:00:00,13500.0,13353.698882739045,13252.418,12611.60320066678
2025-05-28 09:00:00,13800.0,13698.67411591538,13515.296,12822.688461237543
2025-05-28 10:00:00,14140.0,14191.751727472883,13785.817,13072.480316916233
2025-05-28 11:00:00,14500.0,14348.01169545937,14120.745,13322.947379131996
2025-05-28 12:00:00,14760.0,14682.610473957619,14421.678,13477.864096492598
2025-05-28 13:00:00,14750.0,14781.86322814754,14651.084,13462.792905236915
2025-05-28 14:00:00,14800.0,14780.93354404948,14693.964,13326.23153915319
2025-05-28 15:00:00,14375.0,14767.054150978467,14704.081,13249.048381817045
2025-05-28 16:00:00,13600.0,14178.346282931725,14398.575,13423.156702653969
2025-05-28 17:00:00,12869.0,13419.771641464522,13781.367,13887.823763325652
2025-05-28 18:00:00,15090.0,14690.4852991453,13596.976,14468.226321436166
2025-05-28 19:00:00,15450.0,15422.601080063225,15128.328,14882.853942669108
2025-05-28 20:00:00,15800.0,15787.395024442636,15467.335,14939.58244970303
2025-05-28 21:00:00,15530.0,15849.514231021996,15624.855,14660.04209955337
2025-05-28 22:00:00,15490.0,15587.33422239239,15334.535,14234.454276708133
2025-05-28 23:00:00,15280.0,15474.959710132542,15169.234,13857.308941759744
2025-05-29 00:00:00,14780.0,14875.499225362539,14991.237,13591.594536310937
2025-05-29 01:00:00,14230.0,14627.528684315028,14479.533,13369.701478451552
2025-05-29 02:00:00,13780.0,14013.179435579728,13988.609,13106.814394748173
2025-05-29 03:00:00,13450.0,13359.355782447159,13607.104,12805.633333629798
2025-05-29 04:00:00,12920.0,13118.695022790627,13363.656,12556.384077839371
2025-05-29 05:00:00,12050.0,12523.672720606344,12939.58,12448.279142429641
2025-05-29 06:00:00,11670.0,11750.072484222383,12360.881,12491.955748310063
2025-05-29 07:00:00,11060.0,11457.600499729437,12040.851,12628.038841385178
2025-05-29 08:00:00,10745.0,11217.543400101142,11679.877,12798.884510564912
2025-05-29 09:00:00,10770.0,10941.169389269631,11495.664,12995.566865393495
2025-05-29 10:00:00,11015.0,10925.402871429142,11535.955,13227.519326007026
2025-05-29 11:00:00,11310.0,11259.59542455846,11753.618,13456.745341528016
2025-05-29 12:00:00,11236.0,11684.764419518051,11995.046,13587.098057352816
2025-05-29 13:00:00,11050.0,10717.59868614224,11940.019,13544.262433117992
2025-05-29 14:00:00,10710.0,10777.008246217209,11815.02,13376.901971700585
2025-05-29 15:00:00,10560.0,10278.63846455646,11527.542,13266.092943419299
2025-05-29 16:00:00,10178.0,10158.869292575255,11295.225,13403.99695661839
2025-05-29 17:00:00,9851.0,10288.935136986684,10912.493,13830.167876137299
2025-05-29 18:00:00,10744.5,11835.578418937188,11136.874,14370.104639670664
2025-05-29 19:00:00,10608.0,11044.481544853328,11728.77,14742.65141111967
2025-05-29 20:00:00,10290.0,10280.595434126371,11667.047,14756.067434569488
2025-05-29 21:00:00,9901.0,10065.925034934404,11260.157,14432.391220782702
2025-05-29 22:00:00,9698.0,9678.941332102539,10787.44,13962.272898768399
2025-05-29 23:00:00,9444.0,9466.852867910604,10400.403,13540.647022684005
2025-05-30 00:00:00,9016.0,9105.591505983431,10075.755,13230.95758870819
2025-05-30 01:00:00,8649.0,8882.097244196291,9597.599,12966.056453454861
2025-05-30 02:00:00,8250.0,8393.561883918506,9220.963,12661.590360498805
2025-05-30 03:00:00,7625.0,8207.236955518707,8910.294,12320.716881339864
2025-05-30 04:00:00,7372.0,7534.200826160731,8477.451,12034.109451874321
2025-05-30 05:00:00,7297.0,7446.689401683062,8261.004,11891.413154257743
2025-05-30 06:00:00,7380.0,7402.483287386666,8272.428,11903.677597508917
2025-05-30 07:00:00,7490.0,7838.8827151678315,8351.372,12011.915028358313
2025-05-30 08:00:00,7629.0,7749.366498286927,8470.83,12158.839085972364
2025-05-30 09:00:00,7996.0,7923.95617536724,8614.528,12335.847318347747
2025-05-30 10:00:00,8789.0,8404.896468372819,8905.39,12552.658466890207
2025-05-30 11:00:00,9414.0,9287.571935847387,9487.661,12771.519585237173
2025-05-30 12:00:00,9850.0,9771.190813269839,9939.915,12896.482557449533
2025-05-30 13:00:00,9716.0,9787.99699167427,10176.514,12853.383557591069
2025-05-30 14:00:00,9983.0,9783.348184878054,10059.861,12690.987644635712
2025-05-30 15:00:00,10086.0,9919.517044911001,10178.767,12590.421404909355
2025-05-30 16:00:00,10233.0,10010.48250818328,10196.505,12743.844514371005
2025-05-30 17:00:00,10509.0,10215.745655604207,10244.369,13190.756236757019
2025-05-30 18:00:00,12114.0,11273.722973210726,10718.711,13756.548414843377
2025-05-30 19:00:00,12670.0,12121.978800635434,11783.625,14159.90639429702
2025-05-30 20:00:00,13299.0,12342.777214730266,12125.997,14208.880236842875
2025-05-30 21:00:00,13088.0,13299.539228964031,12426.458,13925.250840619821
2025-05-30 22:00:00,13209.0,12867.760278545771,12171.194,13499.364779649068
2025-05-30 23:00:00,13241.0,13067.475111091742,12101.493,13125.810124731664
2025-05-31 00:00:00,12598.0,12767.007711511498,12260.366,12867.644967050544
2025-05-31 01:00:00,12211.0,12198.174544440946,11712.275,12657.299795934628
2025-05-31 02:00:00,11936.0,11852.839948983472,11349.674,12409.96889199874
2025-05-31 03:00:00,11812.0,11497.844164716182,11099.071,12128.330992100824
2025-05-31 04:00:00,11567.0,11419.860026121782,11046.398,11902.559352517392
2025-05-31 05:00:00,11382.0,10949.947698696227,10945.677,11821.782802093827
2025-05-31 06:00:00,11611.0,11255.183914735982,10900.53,11896.52407752674
2025-05-31 07:00:00,11831.0,11608.75291077465,11136.233,12067.263509235718
2025-05-31 08:00:00,12102.0,12058.184129297924,11365.935,12276.183406440865
2025-05-31 09:00:00,12405.0,12426.304117883665,11630.318,12514.156193956507
2025-05-31 10:00:00,12492.0,12710.560214952176,11965.739,12790.387242034933
2025-05-31 11:00:00,13111.0,12800.010615730125,12115.275,13066.627390746848
2025-05-31 12:00:00,12789.0,12755.246987684463,12611.582,13246.454671573654
2025-05-31 13:00:00,12418.0,12757.011045744783,12366.939,13255.258708131123
2025-05-31 14:00:00,12534.0,12260.342701249632,12144.61,13141.389932692977
2025-05-31 15:00:00,11608.0,12359.071796186874,12244.096,13085.596477968758
2025-05-31 16:00:00,11376.0,11393.611108005329,11644.64,13279.699567658294
2025-05-31 17:00:00,11959.0,11292.5447072668,11493.605,13762.90337838445
2025-05-31 18:00:00,13342.5,11792.533125,12276.893,14360.350892470433
2025-05-31 19:00:00,14250.0,13594.806853656868,13343.833,14790.52714929105
2025-05-31 20:00:00,14695.0,14238.470085788296,14081.462,14861.332226527285
2025-05-31 21:00:00,14700.0,14627.522044372954,14298.218,14594.448550749465
2025-05-31 22:00:00,14662.0,14537.152597326904,14220.741,14180.176337527393
2025-05-31 23:00:00,14550.0,14471.268864370564,14065.928,13813.109419212835
2025-06-01 00:00:00,13700.0,14110.517510102407,13923.449,13556.363183830927
2025-06-01 01:00:00,13150.0,13322.855700410057,13190.429,13342.475786725883
2025-06-01 02:00:00,12750.0,12820.513700822696,12684.957,13086.797812575236
2025-06-01 03:00:00,12420.0,12376.488273811492,12373.981,12792.210667784735
2025-06-01 04:00:00,12250.0,12113.807372089617,12144.003,12549.133859250735
2025-06-01 05:00:00,11720.0,11815.821509852149,12059.195,12446.98278751186
2025-06-01 06:00:00,11786.0,11393.362694736921,11792.473,12496.60338760735
2025-06-01 07:00:00,11801.0,11772.069215278372,11914.732,12638.831732703242
2025-06-01 08:00:00,12241.0,12058.752058529775,12034.132,12816.234000218521
2025-06-01 09:00:00,12432.0,12555.479893649092,12420.509,13020.089907771184
2025-06-01 10:00:00,12635.0,12759.607544513929,12597.984,13260.030618219613
2025-06-01 11:00:00,12878.0,12970.59336147001,12846.706,13498.2461758051
2025-06-01 12:00:00,13044.0,13001.208747577663,12971.242,13638.762038377134
2025-06-01 13:00:00,13058.0,13040.075715226789,13023.243,13607.418250193801
2025-06-01 14:00:00,13114.0,13060.207452521958,13069.7,13453.013455734179
2025-06-01 15:00:00,12764.0,12851.533773713867,12962.285,13356.736675974194
2025-06-01 16:00:00,12363.0,12509.828103418473,12713.079,13510.837732243404
2025-06-01 17:00:00,12358.0,12122.60295346286,12523.291,13954.93234880549
2025-06-01 18:00:00,13303.5,14097.691180555556,12853.065,14514.553509783678
2025-06-01 19:00:00,13332.0,13455.459239906522,13608.756,14908.550531040657
2025-06-01 20:00:00,13631.0,13292.961212775983,13682.126,14945.158225838908
2025-06-01 21:00:00,13749.0,13625.417487698216,13767.009,14646.360807987294
2025-06-01 22:00:00,13769.0,13656.624025140616,13730.123,14202.724370412723
2025-06-01 23:00:00,13728.0,12656.591521580958,13592.492,13809.070229553668
2025-06-02 00:00:00,13169.0,13439.331311210794,13344.468,13528.70088597268
2025-06-02 01:00:00,12760.0,12882.83727357726,12803.57,13294.299781671352
2025-06-02 02:00:00,12379.0,12326.940432887126,12400.954,13021.320045586956
2025-06-02 03:00:00,11969.0,12136.866122327056,12088.057,12712.702513501894
2025-06-02 04:00:00,11207.0,11724.299944594784,11819.004,12458.883177446145
2025-06-02 05:00:00,10702.0,10921.079591321579,11270.972,12349.251685721983
2025-06-02 06:00:00,10593.0,10516.224363158499,10974.522,12394.587212487173
2025-06-02 07:00:00,10385.0,10592.412177996977,10956.027,12535.619791793019
2025-06-02 08:00:00,10987.0,10592.05815864837,10932.251,12714.772488535424
2025-06-02 09:00:00,11516.0,11373.518362352841,11397.832,12923.147481610838
